id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,from,from_id,photo,photo_file_size,width,height,edited,edited_unixtime,reactions,message_id,forwarded_from,forwarded_from_id,file,file_name,file_size,thumbnail,thumbnail_file_size,media_type,sticker_emoji,mime_type,poll,duration_seconds
1274,message,[전화번호_마스킹]T10:52:07,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),95415,891,630,[전화번호_마스킹]T10:52:10,[전화번호_마스킹],,,,,,,,,,,,,,
1275,message,[전화번호_마스킹]T10:52:07,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),119610,891,630,[전화번호_마스킹]T10:52:10,[전화번호_마스킹],,,,,,,,,,,,,,
1276,message,[전화번호_마스킹]T17:16:57,[전화번호_마스킹],,,,,"[""❤️문 마사지 신규 매니저 소식❤️\n\n✅번호 29번\n\nAGE 24\n키 156\n몸무게 44\n슴가 B cup\n\n"", {""type"": ""link"", ""text"": ""https://vina-forman33.com/hanoi_massa/1""}, """"]","[{""type"": ""plain"", ""text"": ""❤️문 마사지 신규 매니저 소식❤️\n\n✅번호 29번\n\nAGE 24\n키 156\n몸무게 44\n슴가 B cup\n\n""}, {""type"": ""link"", ""text"": ""https://vina-forman33.com/hanoi_massa/1""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),152685,537,1280,[전화번호_마스킹]T20:27:36,[전화번호_마스킹],"[{""type"": ""emoji"", ""count"": 2, ""emoji"": ""👍""}, {""type"": ""emoji"", ""count"": 1, ""emoji"": ""👎""}]",,,,,,,,,,,,,
1277,message,[전화번호_마스킹]T17:16:57,[전화번호_마스킹],,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),133781,1260,891,[전화번호_마스킹]T17:17:00,[전화번호_마스킹],,,,,,,,,,,,,,
1278,message,[전화번호_마스킹]T12:36:08,[전화번호_마스킹],,,,,"[""❤️황제 때밀이 스파❤️\n\n"", {""type"": ""link"", ""text"": ""https://vina-forman33.com/hanoi_massa/6""}, ""\n\n황제 이발관에서\n"", {""type"": ""bold"", ""text"": ""황제 때밀이""}, ""로 새롭게 거듭납니다!\n\n👍전직원 세라복 기본 착용!\n\n✅총90분 가성비 최적화 코스로 모십니다\n✅150만동(팁포함)\n\n1석 3조👍 1타 쓰리피+@ 서비스👍\n😘때밀이 마사지\n🤩이발관 서비스\n😆마사지\n🔞 그리고 그냥가면 아쉽죠~하앜\n\n영업시간 낮 1시 ~ 저녁 12시\n\n예약문의\n전화 "", {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, ""\n카카오톡 "", {""type"": ""text_link"", ""text"": ""Kinghanoi\n"", ""href"": ""http://qr.kakao.com/talk/Xq.nn2OkA._7rhJ3BFQPAOlakBw-""}, ""주소\nsố 3 ngõ 39 Đình thôn , Mỹ đình1 , Nam từ liêm, Hà nội\n\n"", {""type"": ""link"", ""text"": ""https://goo.gl/maps/DCzHMdUM5srCTr9DA""}, """"]","[{""type"": ""plain"", ""text"": ""❤️황제 때밀이 스파❤️\n\n""}, {""type"": ""link"", ""text"": ""https://vina-forman33.com/hanoi_massa/6""}, {""type"": ""plain"", ""text"": ""\n\n황제 이발관에서\n""}, {""type"": ""bold"", ""text"": ""황제 때밀이""}, {""type"": ""plain"", ""text"": ""로 새롭게 거듭납니다!\n\n👍전직원 세라복 기본 착용!\n\n✅총90분 가성비 최적화 코스로 모십니다\n✅150만동(팁포함)\n\n1석 3조👍 1타 쓰리피+@ 서비스👍\n😘때밀이 마사지\n🤩이발관 서비스\n😆마사지\n🔞 그리고 그냥가면 아쉽죠~하앜\n\n영업시간 낮 1시 ~ 저녁 12시\n\n예약문의\n전화 ""}, {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, {""type"": ""plain"", ""text"": ""\n카카오톡 ""}, {""type"": ""text_link"", ""text"": ""Kinghanoi\n"", ""href"": ""http://qr.kakao.com/talk/Xq.nn2OkA._7rhJ3BFQPAOlakBw-""}, {""type"": ""plain"", ""text"": ""주소\nsố 3 ngõ 39 Đình thôn , Mỹ đình1 , Nam từ liêm, Hà nội\n\n""}, {""type"": ""link"", ""text"": ""https://goo.gl/maps/DCzHMdUM5srCTr9DA""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),260855,1236,1280,[전화번호_마스킹]T20:27:28,[전화번호_마스킹],"[{""type"": ""emoji"", ""count"": 3, ""emoji"": ""👍""}]",,,,,,,,,,,,,
1279,message,[전화번호_마스킹]T12:05:44,[전화번호_마스킹],,,,,"[""Imperial  노래방 🎤🎤\n🎊 NEW EVENT 🎊\n\n👉 EVENT 1 . 소주,맥주 무제한 이벤트\n👉 EVENT 2. 양주 30% D/C 이벤트\n👉(미리 예약 시, 추가 할인 적용)\n\n📍1인 주대 >>> 150만동(롬비x)\n📍2인 이상 주대 >>> 인당 100만동(룸비x) \n\n❌주대 걱정 NO, ❌와꾸 걱정 NO\n💕가격은 하노이 최저!!!💕\n💕기쁨과 행복은 최대!!!💕\n\n☎️[전화번호_마스킹]\n카카오톡 ID: Yuna8668\n텔레그램: Yuna68\n\n주소: 148 Nguyễn Chánh\n\n 2025 을사년❤️Imperial❤️과 함께 소망하시는 일 모두 이루시길 기원합니다\n감사합니다😍😍😍\n\n청량고추 에볼루션\n"", {""type"": ""link"", ""text"": ""https://evina-forman.com/detail.php?number=15&category=1019""}, ""\n\n청량고추 오리지널\n"", {""type"": ""link"", ""text"": ""https://vina-forman11.com/hanoi_kara/108""}, """"]","[{""type"": ""plain"", ""text"": ""Imperial  노래방 🎤🎤\n🎊 NEW EVENT 🎊\n\n👉 EVENT 1 . 소주,맥주 무제한 이벤트\n👉 EVENT 2. 양주 30% D/C 이벤트\n👉(미리 예약 시, 추가 할인 적용)\n\n📍1인 주대 >>> 150만동(롬비x)\n📍2인 이상 주대 >>> 인당 100만동(룸비x) \n\n❌주대 걱정 NO, ❌와꾸 걱정 NO\n💕가격은 하노이 최저!!!💕\n💕기쁨과 행복은 최대!!!💕\n\n☎️[전화번호_마스킹]\n카카오톡 ID: Yuna8668\n텔레그램: Yuna68\n\n주소: 148 Nguyễn Chánh\n\n 2025 을사년❤️Imperial❤️과 함께 소망하시는 일 모두 이루시길 기원합니다\n감사합니다😍😍😍\n\n청량고추 에볼루션\n""}, {""type"": ""link"", ""text"": ""https://evina-forman.com/detail.php?number=15&category=1019""}, {""type"": ""plain"", ""text"": ""\n\n청량고추 오리지널\n""}, {""type"": ""link"", ""text"": ""https://vina-forman11.com/hanoi_kara/108""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),58135,480,640,[전화번호_마스킹]T23:33:00,[전화번호_마스킹],"[{""type"": ""emoji"", ""count"": 2, ""emoji"": ""👍""}]",,,,,,,,,,,,,
1282,message,[전화번호_마스킹]T13:34:49,[전화번호_마스킹],,,,,"[""디살롱 - 신규 매니저 소식\n\n★ NO - 15번 ★\n\n▷ AGE - 24살\n▷ 169cm, 49kg, C cup\n▷ "", {""type"": ""link"", ""text"": ""https://vina-forman33.com/hanoi_massa/37""}, """"]","[{""type"": ""plain"", ""text"": ""디살롱 - 신규 매니저 소식\n\n★ NO - 15번 ★\n\n▷ AGE - 24살\n▷ 169cm, 49kg, C cup\n▷ ""}, {""type"": ""link"", ""text"": ""https://vina-forman33.com/hanoi_massa/37""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),99922,891,1260,[전화번호_마스킹]T20:27:01,[전화번호_마스킹],"[{""type"": ""emoji"", ""count"": 1, ""emoji"": ""👍""}]",,,,,,,,,,,,,
1283,message,[전화번호_마스킹]T18:22:18,[전화번호_마스킹],,,,,"✅청량고추 서버 작업건

사용자 증가로 인한 트래픽 문제로
서버 증설 작업을 진행하고 있습니다.

✅작업기간
8월30일~9월1일(약 3일간)

해당 기간에 사이트 접속이 원할하지 않을수 있으니
참고 부탁드립니다.

감사합니다.","[{""type"": ""plain"", ""text"": ""✅청량고추 서버 작업건\n\n사용자 증가로 인한 트래픽 문제로\n서버 증설 작업을 진행하고 있습니다.\n\n✅작업기간\n8월30일~9월1일(약 3일간)\n\n해당 기간에 사이트 접속이 원할하지 않을수 있으니\n참고 부탁드립니다.\n\n감사합니다.""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],,,,,[전화번호_마스킹]T18:45:19,[전화번호_마스킹],"[{""type"": ""emoji"", ""count"": 4, ""emoji"": ""👍""}, {""type"": ""emoji"", ""count"": 1, ""emoji"": ""❤""}]",,,,,,,,,,,,,
1284,message,[전화번호_마스킹]T00:07:41,[전화번호_마스킹],,,,,"안녕하세요.

최근 유사광고사이트에서
청량고추 광고주분들에게
별도 연락하여 광고요구를 하는 사례를 확인했습니다.

저희 청량고추는 그간 코로나부터
많은 비용을 사용하면서
현재까지 광고비 인상을 하지않고 광고주분들과
밀접한 관계를 유지하면서
상생을 목표로 이끌어 왔습니다.

타 광고사이트에 게재하는 하는건
순수하게 광고주분들 자유이나

모방 사이트에 광고 게재시
저희는 여러상황을 고려해
광고삭제를 단행  할 수 밖에 없는 점
이해부탁드립니다.

청량고추 존슨 올림

감사합니다","[{""type"": ""plain"", ""text"": ""안녕하세요.\n\n최근 유사광고사이트에서\n청량고추 광고주분들에게\n별도 연락하여 광고요구를 하는 사례를 확인했습니다.\n\n저희 청량고추는 그간 코로나부터\n많은 비용을 사용하면서\n현재까지 광고비 인상을 하지않고 광고주분들과\n밀접한 관계를 유지하면서\n상생을 목표로 이끌어 왔습니다.\n\n타 광고사이트에 게재하는 하는건\n순수하게 광고주분들 자유이나\n\n모방 사이트에 광고 게재시\n저희는 여러상황을 고려해\n광고삭제를 단행  할 수 밖에 없는 점\n이해부탁드립니다.\n\n청량고추 존슨 올림\n\n감사합니다""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],,,,,[전화번호_마스킹]T00:07:44,[전화번호_마스킹],,,,,,,,,,,,,,
1286,message,[전화번호_마스킹]T18:12:41,[전화번호_마스킹],,,,,"[""✅장미 출장 마사지\n베트남 고추밭\n"", {""type"": ""link"", ""text"": ""https://vn-forman.com/bbs/board.php?bo_table=hn_homemassa&wr_id=6""}, ""\n\n청량고추 에볼루션\n"", {""type"": ""link"", ""text"": ""https://evina-forman.com/detail.php?number=82""}, ""\n\n청량고추 오리지널\n"", {""type"": ""link"", ""text"": ""https://vina-forman11.com/hanoi_home_massa/87""}, ""\n\n🌟언제 어디서든\n🌟하루의 피로를 풀고자 하실때\n🌟므흣한 순간을 보내고 싶으실때\n\n❤️장미를 찾아주세요~\n\n🔴영업시간\n24시간\n\n🔴예약문의\nZalo : "", {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, ""\nKakao : Lindapety\nTelegram : "", {""type"": ""mention"", ""text"": ""@[아이디_마스킹]""}, ""\nPhone : "", {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, """"]","[{""type"": ""plain"", ""text"": ""✅장미 출장 마사지\n베트남 고추밭\n""}, {""type"": ""link"", ""text"": ""https://vn-forman.com/bbs/board.php?bo_table=hn_homemassa&wr_id=6""}, {""type"": ""plain"", ""text"": ""\n\n청량고추 에볼루션\n""}, {""type"": ""link"", ""text"": ""https://evina-forman.com/detail.php?number=82""}, {""type"": ""plain"", ""text"": ""\n\n청량고추 오리지널\n""}, {""type"": ""link"", ""text"": ""https://vina-forman11.com/hanoi_home_massa/87""}, {""type"": ""plain"", ""text"": ""\n\n🌟언제 어디서든\n🌟하루의 피로를 풀고자 하실때\n🌟므흣한 순간을 보내고 싶으실때\n\n❤️장미를 찾아주세요~\n\n🔴영업시간\n24시간\n\n🔴예약문의\nZalo : ""}, {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, {""type"": ""plain"", ""text"": ""\nKakao : Lindapety\nTelegram : ""}, {""type"": ""mention"", ""text"": ""@[아이디_마스킹]""}, {""type"": ""plain"", ""text"": ""\nPhone : ""}, {""type"": ""phone"", ""text"": ""[전화번호_마스킹]""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),82756,600,800,[전화번호_마스킹]T12:41:19,[전화번호_마스킹],"[{""type"": ""emoji"", ""count"": 3, ""emoji"": ""👍""}]",,,,,,,,,,,,,
1287,message,[전화번호_마스킹]T12:07:54,[전화번호_마스킹],,,,,"청량고추 서버이전 건

금일 서버인전작업이 있습니다.
작업시간 약 4시간
작업진행동안 사이트 이용이 원할하지
않을수 있으니 참고 부탁드립니다","[{""type"": ""plain"", ""text"": ""청량고추 서버이전 건\n\n금일 서버인전작업이 있습니다.\n작업시간 약 4시간\n작업진행동안 사이트 이용이 원할하지\n않을수 있으니 참고 부탁드립니다""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],,,,,[전화번호_마스킹]T05:10:19,[전화번호_마스킹],"[{""type"": ""emoji"", ""count"": 1, ""emoji"": ""👍""}]",,,,,,,,,,,,,
1288,message,[전화번호_마스킹]T21:16:02,[전화번호_마스킹],,,,,"[""디살롱 신규매니저 소개\n\n번호 5\n나이 20\n키 160\n몸무게 47\n가슴 A컵\n\n"", {""type"": ""link"", ""text"": ""https://vina-forman88.com/hanoi_massa/37""}, """"]","[{""type"": ""plain"", ""text"": ""디살롱 신규매니저 소개\n\n번호 5\n나이 20\n키 160\n몸무게 47\n가슴 A컵\n\n""}, {""type"": ""link"", ""text"": ""https://vina-forman88.com/hanoi_massa/37""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel[전화번호_마스킹],(File not included. Change data exporting settings to download.),173379,891,1260,[전화번호_마스킹]T21:17:20,[전화번호_마스킹],,,,,,,,,,,,,,
