id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,from,from_id,photo,photo_file_size,width,height,edited,edited_unixtime,reactions,message_id,forwarded_from,forwarded_from_id,file,file_name,file_size,thumbnail,thumbnail_file_size,media_type,sticker_emoji,mime_type,poll,duration_seconds
28,message,2019-08-12T17:02:50,1565596970,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),142688,750,1260,,,,,,,,,,,,,,,,
29,message,2019-08-12T17:02:51,1565596971,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),160535,750,1260,,,,,,,,,,,,,,,,
30,message,2019-08-12T17:02:52,1565596972,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),103353,750,1260,2025-04-20T13:23:12,1745122992,"[{""type"": ""emoji"", ""count"": 1, ""emoji"": ""❤""}]",,,,,,,,,,,,,
31,message,2019-08-12T17:03:07,1565596987,,,,,"[""광고 페이지\n"", {""type"": ""link"", ""text"": ""https://www.vina-forman.com""}, """"]","[{""type"": ""plain"", ""text"": ""광고 페이지\n""}, {""type"": ""link"", ""text"": ""https://www.vina-forman.com""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,,,,,,,,,,,
32,service,2019-08-12T17:03:11,1565596991,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,pin_message,,,[],,,,,,,,,,31,,,,,,,,,,,,
37,message,2019-08-12T17:06:59,1565597219,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),112716,750,1260,,,,,,,,,,,,,,,,
38,message,2019-08-12T17:06:59,1565597219,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),138550,750,1260,,,,,,,,,,,,,,,,
39,message,2019-08-12T17:06:59,1565597219,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),99555,750,1260,,,,,,,,,,,,,,,,
40,message,2019-08-12T17:07:30,1565597250,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),216513,891,1260,,,,,,,,,,,,,,,,
42,message,2019-08-12T17:08:05,1565597285,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),93036,1157,614,,,,,,,,,,,,,,,,
43,message,2019-08-12T17:08:05,1565597285,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),23635,256,429,,,,,,,,,,,,,,,,
44,message,2019-08-12T17:08:05,1565597285,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),21525,256,429,,,,,,,,,,,,,,,,
45,message,2019-08-12T17:08:05,1565597285,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),15209,256,428,,,,,,,,,,,,,,,,
46,service,2019-08-12T17:09:46,1565597386,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,edit_group_title,하노이 북부지역 업소안내 채널,,[],,,,,,,,,,,,,,,,,,,,,,
47,message,2019-08-12T17:12:43,1565597563,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),101053,750,1260,,,,,,,,,,,,,,,,
48,message,2019-08-12T17:12:43,1565597563,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),94969,750,1260,,,,,,,,,,,,,,,,
49,message,2019-08-12T17:12:43,1565597563,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),133008,750,1260,,,,,,,,,,,,,,,,
50,message,2019-08-12T17:13:35,1565597615,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),124510,940,540,,,,,,,,,,,,,,,,
51,message,2019-08-12T17:13:35,1565597615,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),93231,940,540,,,,,,,,,,,,,,,,
52,message,2019-08-12T17:14:48,1565597688,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),144509,750,1260,,,,,,,,,,,,,,,,
53,message,2019-08-12T17:14:48,1565597688,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),158573,750,1260,,,,,,,,,,,,,,,,
54,message,2019-08-12T17:14:48,1565597688,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),122996,750,1260,,,,,,,,,,,,,,,,
55,message,2019-08-12T17:43:21,1565599401,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),92880,750,1260,,,,,,,,,,,,,,,,
56,message,2019-08-12T17:43:21,1565599401,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),177228,750,1260,,,,,,,,,,,,,,,,
57,message,2019-08-12T17:43:21,1565599401,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),117334,750,1260,,,,,,,,,,,,,,,,
58,message,2019-08-12T18:47:34,1565603254,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),180491,891,1260,2026-04-17T00:07:50,1776352070,"[{""type"": ""emoji"", ""count"": 1, ""emoji"": ""❤""}]",,,,,,,,,,,,,
59,message,2019-08-12T18:47:51,1565603271,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),136120,940,540,,,,,,,,,,,,,,,,
60,message,2019-08-12T18:47:51,1565603271,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),127949,940,540,,,,,,,,,,,,,,,,
61,message,2019-08-12T18:47:51,1565603271,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),80179,940,540,,,,,,,,,,,,,,,,
66,message,2019-08-12T19:10:18,1565604618,,,,,"[{""type"": ""link"", ""text"": ""https://t.me/hanoihome01""}]","[{""type"": ""link"", ""text"": ""https://t.me/hanoihome01""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,,,,,,,,,,,
67,message,2019-08-12T20:56:24,1565610984,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),252245,891,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
68,message,2019-08-12T20:56:24,1565610984,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),35089,382,537,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
69,message,2019-08-12T21:30:03,1565613003,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),34510,941,404,,,,,,,,,,,,,,,,
70,message,2019-08-13T14:01:19,1565672479,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),139765,750,1260,,,,,,,,,,,,,,,,
71,message,2019-08-13T14:01:19,1565672479,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),87852,750,1260,,,,,,,,,,,,,,,,
72,message,2019-08-13T14:01:19,1565672479,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),153207,750,1260,,,,,,,,,,,,,,,,
73,message,2019-08-13T14:01:19,1565672479,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),158626,750,1260,,,,,,,,,,,,,,,,
74,message,2019-08-13T14:16:52,1565673412,,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/베트남-하노이-룸싸롱-풀싸롱-비즈니스-클럽-372""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/베트남-하노이-룸싸롱-풀싸롱-비즈니스-클럽-372""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,,,,,,,,,,,
79,message,2019-08-13T15:22:49,1565677369,,,,,"[{""type"": ""link"", ""text"": ""https://t.me/hanoinight""}, ""\n\n하노이 북부지역 업소\n소개 및 광고 소개 채널 입니다.\n\n구독해 놓으시면 언제든 업소 정보를\n확인 하실수 있습니다.\n\n감사합니다.\n\n-청량고추-""]","[{""type"": ""link"", ""text"": ""https://t.me/hanoinight""}, {""type"": ""plain"", ""text"": ""\n\n하노이 북부지역 업소\n소개 및 광고 소개 채널 입니다.\n\n구독해 놓으시면 언제든 업소 정보를\n확인 하실수 있습니다.\n\n감사합니다.\n\n-청량고추-""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,,,,,,,,,,,
90,message,2019-08-14T16:33:44,1565768024,,,,,"수마사 이용요금
약 170만동정도","[{""type"": ""plain"", ""text"": ""수마사 이용요금\n약 170만동정도""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,,,,,,,,,,,
95,message,2019-08-14T17:29:28,1565771368,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),184266,891,1260,,,,,,,,,,,,,,,,
96,message,2019-08-14T17:29:28,1565771368,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),177959,891,1260,,,,,,,,,,,,,,,,
97,message,2019-08-14T17:32:33,1565771553,,,,,홀리데이 클럽 오픈 당일 사진1,"[{""type"": ""plain"", ""text"": ""홀리데이 클럽 오픈 당일 사진1""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),63015,1280,854,,,,,,,,,,,,,,,,
98,message,2019-08-14T17:32:33,1565771553,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),159307,1280,854,,,,,,,,,,,,,,,,
99,message,2019-08-14T17:32:33,1565771553,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),129176,1280,854,,,,,,,,,,,,,,,,
100,message,2019-08-14T17:32:33,1565771553,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),177808,1280,854,,,,,,,,,,,,,,,,
101,message,2019-08-14T17:32:33,1565771553,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),269338,1280,854,,,,,,,,,,,,,,,,
102,message,2019-08-14T17:32:33,1565771553,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),170729,1280,854,,,,,,,,,,,,,,,,
103,message,2019-08-14T17:32:33,1565771553,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),217341,1280,854,,,,,,,,,,,,,,,,
104,message,2019-08-14T17:32:33,1565771553,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),190911,1280,854,,,,,,,,,,,,,,,,
105,message,2019-08-14T17:32:33,1565771553,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),309663,1280,854,,,,,,,,,,,,,,,,
106,message,2019-08-14T17:32:52,1565771572,,,,,홀리데이 클럽 오픈 당일 사진2,"[{""type"": ""plain"", ""text"": ""홀리데이 클럽 오픈 당일 사진2""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),270204,1280,854,,,,,,,,,,,,,,,,
107,message,2019-08-14T17:32:52,1565771572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),160476,1280,854,,,,,,,,,,,,,,,,
108,message,2019-08-14T17:32:52,1565771572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),111618,1280,440,,,,,,,,,,,,,,,,
109,message,2019-08-14T17:32:52,1565771572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),223893,1280,854,,,,,,,,,,,,,,,,
110,message,2019-08-14T17:32:52,1565771572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),140994,1280,554,,,,,,,,,,,,,,,,
111,message,2019-08-14T17:32:52,1565771572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),221534,1280,854,,,,,,,,,,,,,,,,
112,message,2019-08-14T17:32:52,1565771572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),222105,1280,854,,,,,,,,,,,,,,,,
113,message,2019-08-14T17:32:52,1565771572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),182390,1280,854,,,,,,,,,,,,,,,,
114,message,2019-08-14T17:32:52,1565771572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),280829,1280,854,,,,,,,,,,,,,,,,
115,message,2019-08-14T17:33:17,1565771597,,,,,홀리데이 클럽 오픈 당일 사진3,"[{""type"": ""plain"", ""text"": ""홀리데이 클럽 오픈 당일 사진3""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),176893,854,1280,,,,,,,,,,,,,,,,
116,message,2019-08-14T17:33:17,1565771597,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),178751,854,1280,,,,,,,,,,,,,,,,
117,message,2019-08-14T17:33:17,1565771597,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),277249,854,1280,,,,,,,,,,,,,,,,
118,message,2019-08-14T17:33:18,1565771598,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),345621,1280,854,,,,,,,,,,,,,,,,
119,message,2019-08-14T17:33:18,1565771598,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),344470,1280,854,,,,,,,,,,,,,,,,
120,message,2019-08-14T17:33:18,1565771598,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),172272,1280,854,,,,,,,,,,,,,,,,
121,message,2019-08-14T17:33:18,1565771598,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),174199,1280,854,,,,,,,,,,,,,,,,
122,message,2019-08-14T17:33:18,1565771598,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),145291,1280,854,,,,,,,,,,,,,,,,
123,message,2019-08-14T18:15:23,1565774123,,,,,372 룸 비즈니스 클럽 메뉴 가격,"[{""type"": ""plain"", ""text"": ""372 룸 비즈니스 클럽 메뉴 가격""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),226781,1109,1280,,,,,,,,,,,,,,,,
126,message,2019-08-14T20:36:54,1565782614,,,,,하노이 스타킹 가라오케,"[{""type"": ""plain"", ""text"": ""하노이 스타킹 가라오케""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),85243,750,1260,,,,,,,,,,,,,,,,
127,message,2019-08-14T20:36:54,1565782614,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),148486,750,1260,,,,,,,,,,,,,,,,
128,message,2019-08-14T20:36:54,1565782614,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),83451,750,1260,,,,,,,,,,,,,,,,
129,message,2019-08-15T00:18:47,1565795927,,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/베트남-하노이-룸싸롱-풀싸롱-비즈니스-클럽-372""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/베트남-하노이-룸싸롱-풀싸롱-비즈니스-클럽-372""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),153207,750,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
130,message,2019-08-15T00:18:47,1565795927,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),167008,750,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
131,message,2019-08-15T00:18:47,1565795927,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),139765,750,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
132,message,2019-08-15T00:18:47,1565795927,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),90798,750,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
133,message,2019-08-15T00:23:56,1565796236,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),227975,891,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
135,message,2019-08-15T00:58:46,1565798326,,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/베트남-하노이-아파트-장기-단기-숙박-혼숙-가능-아파트""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/베트남-하노이-아파트-장기-단기-숙박-혼숙-가능-아파트""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),217706,891,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
136,message,2019-08-15T00:58:46,1565798326,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),251903,891,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
137,message,2019-08-15T00:58:46,1565798326,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),179892,891,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
138,message,2019-08-15T00:58:47,1565798327,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),102839,750,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
146,message,2019-08-15T23:23:53,1565879033,,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/하노이-정품의류-매장-쇼핑-젠틀맨-라운지""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/하노이-정품의류-매장-쇼핑-젠틀맨-라운지""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),123726,891,1260,,,,,,,,,,,,,,,,
177,message,2019-08-17T17:46:12,1566031572,,,,,"몬스터 가라오케

예약문의 
T.091 699 1004
MONSTER0527(카톡)
미딩-딩톤 인근","[{""type"": ""plain"", ""text"": ""몬스터 가라오케\n\n예약문의 \nT.091 699 1004\nMONSTER0527(카톡)\n미딩-딩톤 인근""}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),166019,891,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
178,message,2019-08-17T17:46:12,1566031572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),197440,750,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
179,message,2019-08-17T17:46:12,1566031572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),110148,750,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
180,message,2019-08-17T17:46:12,1566031572,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),118766,750,1260,,,,,베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,,,,,,,,,,
185,message,2019-08-17T18:10:12,1566033012,,,,,"[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/가라오케-하노이-스타킹""}, """"]","[{""type"": ""link"", ""text"": ""https://www.vina-forman.com/post/가라오케-하노이-스타킹""}, {""type"": ""plain"", ""text"": """"}]",베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),107142,750,1260,,,,,,,,,,,,,,,,
186,message,2019-08-17T18:10:12,1566033012,,,,,,[],베트남청량고추 베트남 밤문화 가라오케 KTV 유흥 업소안내 채널,channel1275806551,(File not included. Change data exporting settings to download.),132201,750,1260,,,,,,,,,,,,,,,,
